treatcode	obsdate	calage	stagnb	stadnb	stafnb	stahtvd	blatnb	blagnb	blastvd	glai	ei	stamsu	stamfm	stamdm	stamwc	stamsuc	stamfbc	stambjc	stampur	blagdm	bladm	agrfm	agrdm	agrwc	sendm
SYP2-0-2-AAA-R570	09-12-2014	1	8.22	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	42.24	8.33	80.27	-999
SYP2-0-2-AAA-R570	10-04-2014	1	3.33	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.27	0.17	86.3	-999
SYP2-0-2-AAA-R570	11-02-2015	1	6.88	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	81.2	16.98	79.07	-999
SYP2-0-2-AAA-R570	11-06-2014	1	8.88	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	7.03	1	85.75	-999
SYP2-0-2-AAA-R570	12-03-2014	1	2.22	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP2-0-2-AAA-R570	13-10-2014	1	10.66	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	23.42	4.54	80.59	-999
SYP2-0-2-AAA-R570	14-04-2015	1	6.66	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	167.29	42.31	74.7	-999
SYP2-0-2-AAA-R570	14-08-2014	1	12	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	16.6	2.47	85.11	-999
SYP2-0-2-AAA-R570	20-05-2014	1	6.88	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP2-0-2-AAA-R570	23-04-2014	1	4.88	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP2-0-2-AAA-R570	25-06-2014	1	7.77	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP2-0-2-AAA-R570	26-02-2014	1	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP2-0-2-AAA-R570	27-03-2014	1	2.44	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP2-0-2-AAA-R570	29-07-2014	1	10.66	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP2-0-3-AAA-R570	08-07-2014	1	8.66	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP2-0-3-AAA-R570	09-12-2014	1	12.22	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	80.62	13.49	83.25	-999
SYP2-0-3-AAA-R570	10-04-2014	1	3.33	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.42	0.19	86.22	-999
SYP2-0-3-AAA-R570	11-02-2015	1	8.22	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	118.33	23.13	80.45	-999
SYP2-0-3-AAA-R570	11-06-2014	1	6.66	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	6.34	0.91	85.57	-999
SYP2-0-3-AAA-R570	12-03-2014	1	1.77	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP2-0-3-AAA-R570	13-10-2014	1	12.88	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	28.08	4.98	82.24	-999
SYP2-0-3-AAA-R570	14-04-2015	1	6.66	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	191.19	47.81	74.99	-999
SYP2-0-3-AAA-R570	14-08-2014	1	9.33	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	13.98	2.08	85.05	-999
SYP2-0-3-AAA-R570	20-05-2014	1	4.88	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP2-0-3-AAA-R570	23-04-2014	1	5.33	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP2-0-3-AAA-R570	25-06-2014	1	8	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP2-0-3-AAA-R570	26-02-2014	1	0.44	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP2-0-3-AAA-R570	27-03-2014	1	3.33	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP2-0-3-AAA-R570	29-07-2014	1	9.77	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP2-1-0-AAA-R570	04-02-2016	1	6.296	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	57.63	11.874	79.341	-999
SYP2-1-0-AAA-R570	09-12-2015	1	13.259	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	39.57	6.949	82.513	-999
SYP2-1-0-AAA-R570	13-10-2015	1	6.666666667	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	9.881599128	1.47156904	85.10879662	-999
SYP2-1-0-AAA-R570	15-06-2015	1	8.222222222	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3.859775684	0.533136959	86.23748257	-999
SYP2-1-0-AAA-R570	17-08-2015	1	11.03703704	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	7.872472997	1.114184753	85.85426878	-999
SYP2-1-0-AAA-R570	22-03-2016	1	5.407	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	77.289	16.345	78.609	-999
SYP2-1-0-AAA-R570	23-03-2016	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	99.008	-999	-999	-999
SYP2-1-1-AAA-R570	04-02-2016	1	5.333	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	46.311	9.713	79.026	-999
SYP2-1-1-AAA-R570	09-12-2015	1	10.222	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	34.311	5.775	83.168	-999
SYP2-1-1-AAA-R570	13-10-2015	1	6.666666667	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	10.10505939	1.503601633	85.1203088	-999
SYP2-1-1-AAA-R570	15-06-2015	1	11.77777778	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	6.628460271	0.921305073	86.10076796	-999
SYP2-1-1-AAA-R570	17-08-2015	1	14.88888889	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	11.06614887	1.569580991	85.8163756	-999
SYP2-1-1-AAA-R570	22-03-2016	1	4.444	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	59.911	13.089	78.152	-999
SYP2-1-1-AAA-R570	23-03-2016	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	78.571	-999	-999	-999
SYP2-1-2-AAA-R570	04-02-2016	1	7.333	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	61.067	13.103	78.543	-999
SYP2-1-2-AAA-R570	09-12-2015	1	14.444	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	46.756	8.521	81.774	-999
SYP2-1-2-AAA-R570	13-10-2015	1	6.666666667	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	9.289589773	1.381171708	85.13204844	-999
SYP2-1-2-AAA-R570	15-06-2015	1	6.222222222	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2.278796062	0.311330841	86.33792441	-999
SYP2-1-2-AAA-R570	17-08-2015	1	7.555555556	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	5.252430752	0.7423015	85.86746718	-999
SYP2-1-2-AAA-R570	22-03-2016	1	4.667	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	66.356	14.79	77.711	-999
SYP2-1-2-AAA-R570	23-03-2016	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	101.19	-999	-999	-999
SYP2-1-3-AAA-R570	04-02-2016	1	6.222	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	65.511	12.806	80.453	-999
SYP2-1-3-AAA-R570	09-12-2015	1	15.111	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	37.644	6.551	82.598	-999
SYP2-1-3-AAA-R570	13-10-2015	1	6.666666667	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	10.25014822	1.529933778	85.07403263	-999
SYP2-1-3-AAA-R570	15-06-2015	1	6.666666667	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2.672070719	0.366774964	86.27375534	-999
SYP2-1-3-AAA-R570	17-08-2015	1	10.66666667	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	7.298839371	1.030671767	85.87896357	-999
SYP2-1-3-AAA-R570	22-03-2016	1	7.111	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	105.6	21.156	79.966	-999
SYP2-1-3-AAA-R570	23-03-2016	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	117.262	-999	-999	-999
TIR1-3-0-IRI-R570	04-09-1997	1	-999	-999	-999	-999	-999	-999	-999	3.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
TIR1-3-0-IRI-R570	05-11-1997	1	-999	-999	-999	-999	-999	-999	-999	7.12	-999	0.70847	24.43	3.9523	83.831	8.1	9.45	8.1	8.1	7.086213	8.684704	-999	20.66772	-999	2.65
TIR1-3-0-IRI-R570	08-10-1997	1	-999	-999	-999	-999	-999	-999	-999	4.7	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
TIR1-3-0-IRI-R570	15-10-1997	1	-999	-999	-999	-999	-999	-999	-999	5.95	-999	0.182988	8.84	1.3289	85.068	7.19	9.18	7.19	7.19	5.71756	5.71756	-999	13.1976	-999	0
TIR1-3-0-IRI-R570	16-12-1997	1	-999	-999	-999	-999	-999	-999	-999	6.12	-999	3.184144	62.69	11.3231	81.94	10.22	9.97	10.22	10.22	6.469825	10.08181	-999	29.85767	-999	6.28
TIR1-3-0-IRI-R570	18-02-1998	1	-999	-999	-999	-999	-999	-999	-999	5.73	-999	10.24192	98.49	22.2214	77.437	13.15	10.75	13.15	13.15	6.286509	10.48633	-999	39.80868	-999	7.3
TIR1-3-0-IRI-R570	24-09-1997	1	-999	-999	-999	-999	-999	-999	-999	4.3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
TIR1-3-0-IRI-R570	25-11-1997	1	-999	-999	-999	-999	-999	-999	-999	5.77	-999	1.660845	39.46	6.9666	82.357	9.15	9.66	9.15	9.15	5.930727	8.566069	-999	23.09856	-999	4.45
TIR1-3-0-SEV-R570	04-09-1997	1	-999	-999	-999	-999	-999	-999	-999	3.1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
TIR1-3-0-SEV-R570	05-11-1997	1	-999	-999	-999	-999	-999	-999	-999	5.49	-999	1.294211	22.43	4.7051	79.046	11.34	10.09	11.34	11.34	5.415797	7.214292	-999	18.43048	-999	3.02
TIR1-3-0-SEV-R570	08-10-1997	1	-999	-999	-999	-999	-999	-999	-999	4.7	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
TIR1-3-0-SEV-R570	15-10-1997	1	-999	-999	-999	-999	-999	-999	-999	6.27	-999	0.213417	10.31	1.5497	85.063	7.19	9.18	7.19	7.19	6.030292	6.030292	-999	14.0344	-999	0
TIR1-3-0-SEV-R570	16-12-1997	1	-999	-999	-999	-999	-999	-999	-999	4.27	-999	3.183478	31.18	7.5968	75.657	15.39	10.85	15.39	15.39	4.362585	7.883508	-999	22.43822	-999	6.24
TIR1-3-0-SEV-R570	18-02-1998	1	-999	-999	-999	-999	-999	-999	-999	6.25	-999	8.61224	87.89	19.7047	77.583	12.31	11.64	12.31	12.31	6.789995	12.02875	-999	40.38321	-999	8.96
TIR1-3-0-SEV-R570	24-09-1997	1	-999	-999	-999	-999	-999	-999	-999	4.3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
TIR1-3-0-SEV-R570	25-11-1997	1	-999	-999	-999	-999	-999	-999	-999	4.19	-999	2.124124	29.42	6.4954	77.94	13.18	10.18	13.18	13.18	4.196948	7.24745	-999	20.47075	-999	5.34
TIR1-5-0-AAA-R570	09-02-1999	1	-999	-999	-999	-999	-999	-999	-999	2.35	-999	0	0	0	-999	-999	-999	-999	-999	2.0501	2.106	-999	3.6737	-999	0.09
TIR1-5-0-AAA-R570	11-03-1999	1	-999	-999	-999	-999	-999	-999	-999	3.88	-999	0.074778	7.27	1.1358	84.435	6.92	9.61	6.92	6.92	3.8368	4.317	-999	9.4369	-999	0.79
TIR1-5-0-AAA-R570	17-12-1998	1	-999	-999	-999	-999	-999	-999	-999	0.08	-999	0	0	0	-999	-999	-999	-999	-999	-999	-999	-999	0.1042	-999	-999
TIR1-5-0-AAA-R570	21-09-1999	1	-999	-999	-999	-999	-999	-999	-999	7.14	-999	12.099699	87.87	24.6895	71.913	18.49	12.22	18.49	18.49	7.8294	11.237	-999	42.3783	-999	5.62
TIR1-5-0-AAA-R570	22-06-1999	1	-999	-999	-999	-999	-999	-999	-999	5.28	-999	6.448071	66.28	15.4025	76.762	14.34	10.27	14.34	14.34	5.7936	9.602	-999	31.2628	-999	6.25
TIR1-5-0-AAA-R570	28-04-1999	1	-999	-999	-999	-999	-999	-999	-999	5.48	-999	2.164122	43.12	8.5305	80.213	10.34	10.25	10.34	10.34	5.8701	8.141	-999	22.587	-999	3.67
